30
300
-0.997427,0.071696
-0.231944,-0.972729
-0.595138,-0.803623
-0.944891,-0.327384
-0.983825,0.17913
0.811426,-0.584455
0.697382,-0.716699
0.432972,-0.901408
0.998948,-0.0458599
-0.196281,-0.980548
-0.160483,-0.987039
0.62287,0.782325
0.95461,-0.297858
0.990621,0.136637
0.696447,0.717608
-0.369694,-0.929153
0.155914,0.987771
0.560317,0.828278
0.853787,0.520623
-0.455307,-0.890334
0.999876,0.0157189
-0.327069,0.945001
0.228854,-0.973461
-0.0159436,-0.999873
0.982918,-0.184045
-0.579979,-0.814632
-0.934735,-0.355345
-0.733365,0.679835
0.867623,-0.497223
0.124573,0.99221
-0.997427,0.071696
0.432972,-0.901408
0.990621,0.136637
0.999876,0.0157189
0.696447,0.717608
-0.160483,-0.987039
-0.595138,-0.803623
-0.934735,-0.355345
-0.944891,-0.327384
-0.579979,-0.814632
0.62287,0.782325
-0.196281,-0.980548
0.982918,-0.184045
0.811426,-0.584455
0.867623,-0.497223
0.95461,-0.297858
0.228854,-0.973461
-0.231944,-0.972729
0.124573,0.99221
-0.983825,0.17913
-0.997427,0.071696
0.853787,0.520623
0.155914,0.987771
0.560317,0.828278
0.998948,-0.0458599
0.697382,-0.716699
-0.327069,0.945001
-0.733365,0.679835
-0.455307,-0.890334
-0.0159436,-0.999873
-0.369694,-0.929153
0.432972,-0.901408
-0.160483,-0.987039
0.697382,-0.716699
-0.983825,0.17913
0.228854,-0.973461
-0.0159436,-0.999873
-0.997427,0.071696
0.124573,0.99221
0.432972,-0.901408
-0.327069,0.945001
0.998948,-0.0458599
-0.369694,-0.929153
-0.733365,0.679835
0.696447,0.717608
-0.196281,-0.980548
0.982918,-0.184045
0.999876,0.0157189
0.867623,-0.497223
-0.934735,-0.355345
-0.944891,-0.327384
-0.579979,-0.814632
0.62287,0.782325
-0.595138,-0.803623
0.990621,0.136637
-0.455307,-0.890334
0.155914,0.987771
0.95461,-0.297858
-0.231944,-0.972729
0.853787,0.520623
0.811426,-0.584455
0.560317,0.828278
-0.160483,-0.987039
0.432972,-0.901408
0.990621,0.136637
